normalized_number,name,category,source,city,url,source_confidence
+73432115574,"Банки в Екатеринбурге - адреса, телефоны и отзывы",bank,spravker,ekb,https://ekaterinburg.spravker.ru/banki/,0.70
+73432115575,"Банки в Екатеринбурге - адреса, телефоны и отзывы",bank,spravker,ekb,https://ekaterinburg.spravker.ru/banki/,0.70
+73432115576,"Банки в Екатеринбурге - адреса, телефоны и отзывы",bank,spravker,ekb,https://ekaterinburg.spravker.ru/banki/,0.70
+73432115578,"Банки в Екатеринбурге - адреса, телефоны и отзывы",bank,spravker,ekb,https://ekaterinburg.spravker.ru/banki/,0.70
+73432131991,"Банки в Екатеринбурге - адреса, телефоны и отзывы",bank,spravker,ekb,https://ekaterinburg.spravker.ru/banki/,0.70
+73432636918,"Банки в Екатеринбурге - адреса, телефоны и отзывы",bank,spravker,ekb,https://ekaterinburg.spravker.ru/banki/,0.70
+73432870220,"Банки в Екатеринбурге - адреса, телефоны и отзывы",bank,spravker,ekb,https://ekaterinburg.spravker.ru/banki/,0.70
+73432887556,Таков путь в Банковском переулке,bank,zoon,ekb,https://zoon.ru/ekb/entertainment/,0.70
+73433020752,"Банки в Екатеринбурге - адреса, телефоны и отзывы",bank,spravker,ekb,https://ekaterinburg.spravker.ru/banki/,0.70
+73433020757,"Банки в Екатеринбурге - адреса, телефоны и отзывы",bank,spravker,ekb,https://ekaterinburg.spravker.ru/banki/,0.70
+73433280160,"Банки в Екатеринбурге - адреса, телефоны и отзывы",bank,spravker,ekb,https://ekaterinburg.spravker.ru/banki/,0.70
+73433561860,"Банки в Екатеринбурге - адреса, телефоны и отзывы",bank,spravker,ekb,https://ekaterinburg.spravker.ru/banki/,0.70
+73439330080,Стоматологическая клиника Альфа Бета в Академическом районе,bank,zoon,ekb,https://zoon.ru/ekb/medical/,0.70
+73472269786,"Банки в Уфе - адреса, телефоны и отзывы",bank,spravker,ufa,https://ufa.spravker.ru/banki/,0.70
+73472461629,"Банки в Уфе - адреса, телефоны и отзывы",bank,spravker,ufa,https://ufa.spravker.ru/banki/,0.70
+73472464776,"Банки в Уфе - адреса, телефоны и отзывы",bank,spravker,ufa,https://ufa.spravker.ru/banki/,0.70
+73472464885,"Банки в Уфе - адреса, телефоны и отзывы",bank,spravker,ufa,https://ufa.spravker.ru/banki/,0.70
+73472731423,"Банки в Уфе - адреса, телефоны и отзывы",bank,spravker,ufa,https://ufa.spravker.ru/banki/,0.70
+73472999999,"Банки в Уфе - адреса, телефоны и отзывы",bank,spravker,ufa,https://ufa.spravker.ru/banki/,0.70
+73512002000,"Банки в Челябинске - адреса, телефоны и отзывы",bank,spravker,chelyabinsk,https://chelyabinsk.spravker.ru/banki/,0.70
+73512373353,"Банки в Челябинске - адреса, телефоны и отзывы",bank,spravker,chelyabinsk,https://chelyabinsk.spravker.ru/banki/,0.70
+73512374278,"Банки в Челябинске - адреса, телефоны и отзывы",bank,spravker,chelyabinsk,https://chelyabinsk.spravker.ru/banki/,0.70
+73512378149,"Банки в Челябинске - адреса, телефоны и отзывы",bank,spravker,chelyabinsk,https://chelyabinsk.spravker.ru/banki/,0.70
+73512396555,"Банки в Челябинске - адреса, телефоны и отзывы",bank,spravker,chelyabinsk,https://chelyabinsk.spravker.ru/banki/,0.70
+73512396565,"Банки в Челябинске - адреса, телефоны и отзывы",bank,spravker,chelyabinsk,https://chelyabinsk.spravker.ru/banki/,0.70
+73512397668,"Банки в Челябинске - адреса, телефоны и отзывы",bank,spravker,chelyabinsk,https://chelyabinsk.spravker.ru/banki/,0.70
+73512397777,"Банки в Екатеринбурге - адреса, телефоны и отзывы",bank,spravker,ekb,https://ekaterinburg.spravker.ru/banki/,0.70
+73512398308,"Банки в Челябинске - адреса, телефоны и отзывы",bank,spravker,chelyabinsk,https://chelyabinsk.spravker.ru/banki/,0.70
+73512398334,"Банки в Челябинске - адреса, телефоны и отзывы",bank,spravker,chelyabinsk,https://chelyabinsk.spravker.ru/banki/,0.70
+73512398348,"Банки в Челябинске - адреса, телефоны и отзывы",bank,spravker,chelyabinsk,https://chelyabinsk.spravker.ru/banki/,0.70
+73512398349,"Банки в Челябинске - адреса, телефоны и отзывы",bank,spravker,chelyabinsk,https://chelyabinsk.spravker.ru/banki/,0.70
+73512398380,"Банки в Екатеринбурге - адреса, телефоны и отзывы",bank,spravker,ekb,https://ekaterinburg.spravker.ru/banki/,0.70
+73512398401,"Банки в Челябинске - адреса, телефоны и отзывы",bank,spravker,chelyabinsk,https://chelyabinsk.spravker.ru/banki/,0.70
+73512398402,"Банки в Челябинске - адреса, телефоны и отзывы",bank,spravker,chelyabinsk,https://chelyabinsk.spravker.ru/banki/,0.70
+73512398403,"Банки в Челябинске - адреса, телефоны и отзывы",bank,spravker,chelyabinsk,https://chelyabinsk.spravker.ru/banki/,0.70
+73512398447,"Банки в Челябинске - адреса, телефоны и отзывы",bank,spravker,chelyabinsk,https://chelyabinsk.spravker.ru/banki/,0.70
+73512563462,"Банки в Челябинске - адреса, телефоны и отзывы",bank,spravker,chelyabinsk,https://chelyabinsk.spravker.ru/banki/,0.70
+73512563464,"Банки в Челябинске - адреса, телефоны и отзывы",bank,spravker,chelyabinsk,https://chelyabinsk.spravker.ru/banki/,0.70
+73512563487,"Банки в Челябинске - адреса, телефоны и отзывы",bank,spravker,chelyabinsk,https://chelyabinsk.spravker.ru/banki/,0.70
+73512563633,"Банки в Челябинске - адреса, телефоны и отзывы",bank,spravker,chelyabinsk,https://chelyabinsk.spravker.ru/banki/,0.70
+73512563816,"Банки в Челябинске - адреса, телефоны и отзывы",bank,spravker,chelyabinsk,https://chelyabinsk.spravker.ru/banki/,0.70
+73512563829,"Банки в Челябинске - адреса, телефоны и отзывы",bank,spravker,chelyabinsk,https://chelyabinsk.spravker.ru/banki/,0.70
+73512605624,"Банки в Челябинске - адреса, телефоны и отзывы",bank,spravker,chelyabinsk,https://chelyabinsk.spravker.ru/banki/,0.70
+73512605625,"Банки в Челябинске - адреса, телефоны и отзывы",bank,spravker,chelyabinsk,https://chelyabinsk.spravker.ru/banki/,0.70
+73512636375,"Банки в Челябинске - адреса, телефоны и отзывы",bank,spravker,chelyabinsk,https://chelyabinsk.spravker.ru/banki/,0.70
+73512638444,"Банки в Челябинске - адреса, телефоны и отзывы",bank,spravker,chelyabinsk,https://chelyabinsk.spravker.ru/banki/,0.70
+73512647682,"Банки в Екатеринбурге - адреса, телефоны и отзывы",bank,spravker,ekb,https://ekaterinburg.spravker.ru/banki/,0.70
+73512680088,"Банки в Челябинске - адреса, телефоны и отзывы",bank,spravker,chelyabinsk,https://chelyabinsk.spravker.ru/banki/,0.70
+73517290144,"Банки в Челябинске - адреса, телефоны и отзывы",bank,spravker,chelyabinsk,https://chelyabinsk.spravker.ru/banki/,0.70
+73517290199,"Банки в Челябинске - адреса, телефоны и отзывы",bank,spravker,chelyabinsk,https://chelyabinsk.spravker.ru/banki/,0.70
+73517290220,"Банки в Челябинске - адреса, телефоны и отзывы",bank,spravker,chelyabinsk,https://chelyabinsk.spravker.ru/banki/,0.70
+73517351642,Московский финансово-промышленный университет Синергия на площади Революции,bank,zoon,chelyabinsk,https://zoon.ru/chelyabinsk/education/,0.70
+73517427361,"Банки в Челябинске - адреса, телефоны и отзывы",bank,spravker,chelyabinsk,https://chelyabinsk.spravker.ru/banki/,0.70
+73517427406,"Банки в Челябинске - адреса, телефоны и отзывы",bank,spravker,chelyabinsk,https://chelyabinsk.spravker.ru/banki/,0.70
+73517427871,"Банки в Челябинске - адреса, телефоны и отзывы",bank,spravker,chelyabinsk,https://chelyabinsk.spravker.ru/banki/,0.70
+73517720665,"Банки в Челябинске - адреса, телефоны и отзывы",bank,spravker,chelyabinsk,https://chelyabinsk.spravker.ru/banki/,0.70
+73517721419,"Банки в Челябинске - адреса, телефоны и отзывы",bank,spravker,chelyabinsk,https://chelyabinsk.spravker.ru/banki/,0.70
+73517723375,"Банки в Челябинске - адреса, телефоны и отзывы",bank,spravker,chelyabinsk,https://chelyabinsk.spravker.ru/banki/,0.70
+73517728332,"Банки в Челябинске - адреса, телефоны и отзывы",bank,spravker,chelyabinsk,https://chelyabinsk.spravker.ru/banki/,0.70
+73517730542,"Банки в Челябинске - адреса, телефоны и отзывы",bank,spravker,chelyabinsk,https://chelyabinsk.spravker.ru/banki/,0.70
+73517732792,"Банки в Челябинске - адреса, телефоны и отзывы",bank,spravker,chelyabinsk,https://chelyabinsk.spravker.ru/banki/,0.70
+73517735550,"Банки в Челябинске - адреса, телефоны и отзывы",bank,spravker,chelyabinsk,https://chelyabinsk.spravker.ru/banki/,0.70
+73517736259,"Банки в Челябинске - адреса, телефоны и отзывы",bank,spravker,chelyabinsk,https://chelyabinsk.spravker.ru/banki/,0.70
+73517748587,"Банки в Челябинске - адреса, телефоны и отзывы",bank,spravker,chelyabinsk,https://chelyabinsk.spravker.ru/banki/,0.70
+73517757466,"Банки в Челябинске - адреса, телефоны и отзывы",bank,spravker,chelyabinsk,https://chelyabinsk.spravker.ru/banki/,0.70
+73517757492,"Банки в Челябинске - адреса, телефоны и отзывы",bank,spravker,chelyabinsk,https://chelyabinsk.spravker.ru/banki/,0.70
+73517903234,"Банки в Челябинске - адреса, телефоны и отзывы",bank,spravker,chelyabinsk,https://chelyabinsk.spravker.ru/banki/,0.70
+73517903239,"Банки в Челябинске - адреса, телефоны и отзывы",bank,spravker,chelyabinsk,https://chelyabinsk.spravker.ru/banki/,0.70
+73517903971,"Банки в Челябинске - адреса, телефоны и отзывы",bank,spravker,chelyabinsk,https://chelyabinsk.spravker.ru/banki/,0.70
+73517903972,"Банки в Челябинске - адреса, телефоны и отзывы",bank,spravker,chelyabinsk,https://chelyabinsk.spravker.ru/banki/,0.70
+73517903975,"Банки в Челябинске - адреса, телефоны и отзывы",bank,spravker,chelyabinsk,https://chelyabinsk.spravker.ru/banki/,0.70
+73517903976,"Банки в Челябинске - адреса, телефоны и отзывы",bank,spravker,chelyabinsk,https://chelyabinsk.spravker.ru/banki/,0.70
+73517909744,"Банки в Челябинске - адреса, телефоны и отзывы",bank,spravker,chelyabinsk,https://chelyabinsk.spravker.ru/banki/,0.70
+73517909745,"Банки в Челябинске - адреса, телефоны и отзывы",bank,spravker,chelyabinsk,https://chelyabinsk.spravker.ru/banki/,0.70
+73517909746,"Банки в Челябинске - адреса, телефоны и отзывы",bank,spravker,chelyabinsk,https://chelyabinsk.spravker.ru/banki/,0.70
+73517909747,"Банки в Челябинске - адреса, телефоны и отзывы",bank,spravker,chelyabinsk,https://chelyabinsk.spravker.ru/banki/,0.70
+73517909753,"Банки в Челябинске - адреса, телефоны и отзывы",bank,spravker,chelyabinsk,https://chelyabinsk.spravker.ru/banki/,0.70
+73517909754,"Банки в Челябинске - адреса, телефоны и отзывы",bank,spravker,chelyabinsk,https://chelyabinsk.spravker.ru/banki/,0.70
+73517909755,"Банки в Челябинске - адреса, телефоны и отзывы",bank,spravker,chelyabinsk,https://chelyabinsk.spravker.ru/banki/,0.70
+73517909756,"Банки в Челябинске - адреса, телефоны и отзывы",bank,spravker,chelyabinsk,https://chelyabinsk.spravker.ru/banki/,0.70
+73517909757,"Банки в Челябинске - адреса, телефоны и отзывы",bank,spravker,chelyabinsk,https://chelyabinsk.spravker.ru/banki/,0.70
+73517909758,"Банки в Челябинске - адреса, телефоны и отзывы",bank,spravker,chelyabinsk,https://chelyabinsk.spravker.ru/banki/,0.70
+73517909759,"Банки в Челябинске - адреса, телефоны и отзывы",bank,spravker,chelyabinsk,https://chelyabinsk.spravker.ru/banki/,0.70
+73517909760,"Банки в Челябинске - адреса, телефоны и отзывы",bank,spravker,chelyabinsk,https://chelyabinsk.spravker.ru/banki/,0.70
+73832300202,"Банки в Екатеринбурге - адреса, телефоны и отзывы",bank,spravker,ekb,https://ekaterinburg.spravker.ru/banki/,0.70
+74232265722,"Банки в Екатеринбурге - адреса, телефоны и отзывы",bank,spravker,ekb,https://ekaterinburg.spravker.ru/banki/,0.70
+74732020122,"Банки в Воронеже - адреса, телефоны и отзывы",bank,spravker,voronezh,https://voronezh.spravker.ru/banki/,0.70
+74732067041,"Банки в Воронеже - адреса, телефоны и отзывы",bank,spravker,voronezh,https://voronezh.spravker.ru/banki/,0.70
+74732241999,"Банки в Воронеже - адреса, телефоны и отзывы",bank,spravker,voronezh,https://voronezh.spravker.ru/banki/,0.70
+74732266909,"Банки в Воронеже - адреса, телефоны и отзывы",bank,spravker,voronezh,https://voronezh.spravker.ru/banki/,0.70
+74732531976,"Банки в Воронеже - адреса, телефоны и отзывы",bank,spravker,voronezh,https://voronezh.spravker.ru/banki/,0.70
+74732550660,"Банки в Воронеже - адреса, телефоны и отзывы",bank,spravker,voronezh,https://voronezh.spravker.ru/banki/,0.70
+74732746080,"Банки в Воронеже - адреса, телефоны и отзывы",bank,spravker,voronezh,https://voronezh.spravker.ru/banki/,0.70
+74732770015,"Банки в Воронеже - адреса, телефоны и отзывы",bank,spravker,voronezh,https://voronezh.spravker.ru/banki/,0.70
+74732770018,"Банки в Воронеже - адреса, телефоны и отзывы",bank,spravker,voronezh,https://voronezh.spravker.ru/banki/,0.70
+74732770092,"Банки в Воронеже - адреса, телефоны и отзывы",bank,spravker,voronezh,https://voronezh.spravker.ru/banki/,0.70
+74951284454,"Банки в Москве - адреса, телефоны и отзывы",bank,spravker,msk,https://msk.spravker.ru/banki/,0.70
+74951391917,"Банки в Москве - адреса, телефоны и отзывы",bank,spravker,msk,https://msk.spravker.ru/banki/,0.70
+74951501519,"Банки в Москве - адреса, телефоны и отзывы",bank,spravker,msk,https://msk.spravker.ru/banki/,0.70
+74952250179,"Банки в Москве - адреса, телефоны и отзывы",bank,spravker,msk,https://msk.spravker.ru/banki/,0.70
+74952283131,"Банки в Москве - адреса, телефоны и отзывы",bank,spravker,msk,https://msk.spravker.ru/banki/,0.70
+74952342324,"Банки в Санкт-Петербурге - адреса, телефоны и отзывы",bank,spravker,spb,https://spb.spravker.ru/banki/,0.70
+74952409112,МКБ,bank,official_whitelist,,,0.70
+74953800480,"Банки в Москве - адреса, телефоны и отзывы",bank,spravker,msk,https://msk.spravker.ru/banki/,0.70
+74954011444,"Банки в Москве - адреса, телефоны и отзывы",bank,spravker,msk,https://msk.spravker.ru/banki/,0.70
+74954110000,"Банки в Москве - адреса, телефоны и отзывы",bank,spravker,msk,https://msk.spravker.ru/banki/,0.70
+74955005550,"Банки в Москве - адреса, телефоны и отзывы",bank,spravker,msk,https://msk.spravker.ru/banki/,0.70
+74955043704,"Банки в Москве - адреса, телефоны и отзывы",bank,spravker,msk,https://msk.spravker.ru/banki/,0.70
+74955321300,"Банки в Санкт-Петербурге - адреса, телефоны и отзывы",bank,spravker,spb,https://spb.spravker.ru/banki/,0.70
+74956209191,"Банки в Краснодаре - адреса, телефоны и отзывы",bank,spravker,krasnodar,https://krasnodar.spravker.ru/banki/,0.70
+74956262424,Почта Банк,bank,official_whitelist,,,0.70
+74956264444,Альфа-Банк,bank,official_whitelist,,,0.70
+74956444444,МТС Банк,bank,official_whitelist,,,0.70
+74956600401,"Банки в Москве - адреса, телефоны и отзывы",bank,spravker,msk,https://msk.spravker.ru/banki/,0.70
+74956600402,"Банки в Москве - адреса, телефоны и отзывы",bank,spravker,msk,https://msk.spravker.ru/banki/,0.70
+74957144444,Хоум Кредит,bank,official_whitelist,,,0.70
+74957219100,"Банки в Москве - адреса, телефоны и отзывы",bank,spravker,msk,https://msk.spravker.ru/banki/,0.70
+74957237776,"Банки в Уфе - адреса, телефоны и отзывы",bank,spravker,ufa,https://ufa.spravker.ru/banki/,0.70
+74957237777,"Банки в Уфе - адреса, телефоны и отзывы",bank,spravker,ufa,https://ufa.spravker.ru/banki/,0.70
+74957279797,"Банки в Москве - адреса, телефоны и отзывы",bank,spravker,msk,https://msk.spravker.ru/banki/,0.70
+74957300513,"Банки в Москве - адреса, телефоны и отзывы",bank,spravker,msk,https://msk.spravker.ru/banki/,0.70
+74957300536,"Банки в Москве - адреса, телефоны и отзывы",bank,spravker,msk,https://msk.spravker.ru/banki/,0.70
+74957377373,"Банки в Санкт-Петербурге - адреса, телефоны и отзывы",bank,spravker,spb,https://spb.spravker.ru/banki/,0.70
+74957398800,"Банки в Москве - адреса, телефоны и отзывы",bank,spravker,msk,https://msk.spravker.ru/banki/,0.70
+74957445555,"Банки в Москве - адреса, телефоны и отзывы",bank,spravker,msk,https://msk.spravker.ru/banki/,0.70
+74957555858,"Банки в Москве - адреса, телефоны и отзывы",bank,spravker,msk,https://msk.spravker.ru/banki/,0.70
+74957710000,ЮниКредит Банк,bank,official_whitelist,,,0.70
+74957711111,Тинькофф,bank,official_whitelist,,,0.70
+74957754747,Сбербанк,bank,official_whitelist,,,0.70
+74957754775,"Банки в Москве - адреса, телефоны и отзывы",bank,spravker,msk,https://msk.spravker.ru/banki/,0.70
+74957755454,"Банки в Казани - адреса, телефоны и отзывы",bank,spravker,kzn,https://kazan.spravker.ru/banki/,0.70
+74957755500,Абсолют Банк,bank,official_whitelist,,,0.70
+74957755555,МИБ,bank,official_whitelist,,,0.70
+74957755557,Ситибанк,bank,official_whitelist,,,0.70
+74957756555,"Банки в Москве - адреса, телефоны и отзывы",bank,spravker,msk,https://msk.spravker.ru/banki/,0.70
+74957757030,"Банки в Челябинске - адреса, телефоны и отзывы",bank,spravker,chelyabinsk,https://chelyabinsk.spravker.ru/banki/,0.70
+74957770000,Промсвязьбанк,bank,official_whitelist,,,0.70
+74957777711,Банк Зенит,bank,official_whitelist,,,0.70
+74957777772,Райффайзенбанк,bank,official_whitelist,,,0.70
+74957777777,ВТБ Москва,bank,official_whitelist,,,0.70
+74957777788,Локо-Банк,bank,official_whitelist,,,0.70
+74957788888,Бинбанк,bank,official_whitelist,,,0.70
+74957803540,"Банки в Москве - адреса, телефоны и отзывы",bank,spravker,msk,https://msk.spravker.ru/banki/,0.70
+74957846905,"Банки в Москве - адреса, телефоны и отзывы",bank,spravker,msk,https://msk.spravker.ru/banki/,0.70
+74957858222,"Банки в Уфе - адреса, телефоны и отзывы",bank,spravker,ufa,https://ufa.spravker.ru/banki/,0.70
+74957873333,"Банки в Казани - адреса, телефоны и отзывы",bank,spravker,kzn,https://kazan.spravker.ru/banki/,0.70
+74957888878,"Банки в Москве - адреса, телефоны и отзывы",bank,spravker,msk,https://msk.spravker.ru/banki/,0.70
+74957888888,Россельхозбанк,bank,official_whitelist,,,0.70
+74957950505,Газпромбанк,bank,official_whitelist,,,0.70
+74957953333,Кредит Европа Банк,bank,official_whitelist,,,0.70
+74957976767,Росбанк,bank,official_whitelist,,,0.70
+74957999090,ОТП Банк,bank,official_whitelist,,,0.70
+74959377300,"Банки в Москве - адреса, телефоны и отзывы",bank,spravker,msk,https://msk.spravker.ru/banki/,0.70
+74959568626,"Банки в Москве - адреса, телефоны и отзывы",bank,spravker,msk,https://msk.spravker.ru/banki/,0.70
+74959570000,"Банки в Санкт-Петербурге - адреса, телефоны и отзывы",bank,spravker,spb,https://spb.spravker.ru/banki/,0.70
+74959590285,"Банки в Москве - адреса, телефоны и отзывы",bank,spravker,msk,https://msk.spravker.ru/banki/,0.70
+74959804141,"Банки в Москве - адреса, телефоны и отзывы",bank,spravker,msk,https://msk.spravker.ru/banki/,0.70
+74996851674,"Банки в Москве - адреса, телефоны и отзывы",bank,spravker,msk,https://msk.spravker.ru/banki/,0.70
+74999470077,"Банки в Москве - адреса, телефоны и отзывы",bank,spravker,msk,https://msk.spravker.ru/banki/,0.70
+78001000100,"Банки в Москве - адреса, телефоны и отзывы",bank,spravker,msk,https://msk.spravker.ru/banki/,0.70
+78001000600,"Банки в Воронеже - адреса, телефоны и отзывы",bank,spravker,voronezh,https://voronezh.spravker.ru/banki/,0.70
+78001000701,"Банки в Москве - адреса, телефоны и отзывы",bank,spravker,msk,https://msk.spravker.ru/banki/,0.70
+78001001999,"Банки в Екатеринбурге - адреса, телефоны и отзывы",bank,spravker,ekb,https://ekaterinburg.spravker.ru/banki/,0.70
+78001002248,"Банки в Москве - адреса, телефоны и отзывы",bank,spravker,msk,https://msk.spravker.ru/banki/,0.70
+78001002424,ВТБ,bank,official_whitelist,,,0.70
+78001002542,"Банки в Казани - адреса, телефоны и отзывы",bank,spravker,kzn,https://kazan.spravker.ru/banki/,0.70
+78001003200,"Банки в Екатеринбурге - адреса, телефоны и отзывы",bank,spravker,ekb,https://ekaterinburg.spravker.ru/banki/,0.70
+78001004700,Открытие,bank,official_whitelist,,,0.70
+78001005100,"Банки в Краснодаре - адреса, телефоны и отзывы",bank,spravker,krasnodar,https://krasnodar.spravker.ru/banki/,0.70
+78001005544,"Банки в Екатеринбурге - адреса, телефоны и отзывы",bank,spravker,ekb,https://ekaterinburg.spravker.ru/banki/,0.70
+78001007733,"Банки в Краснодаре - адреса, телефоны и отзывы",bank,spravker,krasnodar,https://krasnodar.spravker.ru/banki/,0.70
+78001007870,"Банки в Москве - адреса, телефоны и отзывы",bank,spravker,msk,https://msk.spravker.ru/banki/,0.70
+78001009889,"Банки в Москве - адреса, телефоны и отзывы",bank,spravker,msk,https://msk.spravker.ru/banki/,0.70
+78002000000,Альфа-Банк,bank,official_whitelist,,,0.70
+78002001292,ВТБ24,bank,official_whitelist,,,0.70
+78002002326,ВТБ,bank,official_whitelist,,,0.70
+78002003000,УБРиР,bank,official_whitelist,,,0.70
+78002003477,Тинькофф,bank,official_whitelist,,,0.70
+78002004400,"Банки в Казани - адреса, телефоны и отзывы",bank,spravker,kzn,https://kazan.spravker.ru/banki/,0.70
+78002005075,Альфа-Банк,bank,official_whitelist,,,0.70
+78002005245,"Банки в Казани - адреса, телефоны и отзывы",bank,spravker,kzn,https://kazan.spravker.ru/banki/,0.70
+78002005303,"Банки в Уфе - адреса, телефоны и отзывы",bank,spravker,ufa,https://ufa.spravker.ru/banki/,0.70
+78002005333,Промсвязьбанк,bank,official_whitelist,,,0.70
+78002005520,"Банки в Уфе - адреса, телефоны и отзывы",bank,spravker,ufa,https://ufa.spravker.ru/banki/,0.70
+78002006696,"Банки в Екатеринбурге - адреса, телефоны и отзывы",bank,spravker,ekb,https://ekaterinburg.spravker.ru/banki/,0.70
+78002007799,"Банки в Уфе - адреса, телефоны и отзывы",bank,spravker,ufa,https://ufa.spravker.ru/banki/,0.70
+78002008008,"Банки в Уфе - адреса, телефоны и отзывы",bank,spravker,ufa,https://ufa.spravker.ru/banki/,0.70
+78002223500,Совкомбанк,bank,official_whitelist,,,0.70
+78002224419,"Банки в Санкт-Петербурге - адреса, телефоны и отзывы",bank,spravker,spb,https://spb.spravker.ru/banki/,0.70
+78002500890,МТС Банк,bank,official_whitelist,,,0.70
+78002505757,"Банки в Москве - адреса, телефоны и отзывы",bank,spravker,msk,https://msk.spravker.ru/banki/,0.70
+78002507007,"Банки в Санкт-Петербурге - адреса, телефоны и отзывы",bank,spravker,spb,https://spb.spravker.ru/banki/,0.70
+78002508025,Россельхозбанк,bank,official_whitelist,,,0.70
+78002509797,"Банки в Москве - адреса, телефоны и отзывы",bank,spravker,msk,https://msk.spravker.ru/banki/,0.70
+78003002000,Росбанк,bank,official_whitelist,,,0.70
+78003008509,"Банки в Краснодаре - адреса, телефоны и отзывы",bank,spravker,krasnodar,https://krasnodar.spravker.ru/banki/,0.70
+78003020480,"Банки в Москве - адреса, телефоны и отзывы",bank,spravker,msk,https://msk.spravker.ru/banki/,0.70
+78003330303,"Банки в Санкт-Петербурге - адреса, телефоны и отзывы",bank,spravker,spb,https://spb.spravker.ru/banki/,0.70
+78003332244,"Банки в Челябинске - адреса, телефоны и отзывы",bank,spravker,chelyabinsk,https://chelyabinsk.spravker.ru/banki/,0.70
+78003332265,"Банки в Екатеринбурге - адреса, телефоны и отзывы",bank,spravker,ekb,https://ekaterinburg.spravker.ru/banki/,0.70
+78003332550,"Банки в Казани - адреса, телефоны и отзывы",bank,spravker,kzn,https://kazan.spravker.ru/banki/,0.70
+78003335545,"Банки в Краснодаре - адреса, телефоны и отзывы",bank,spravker,krasnodar,https://krasnodar.spravker.ru/banki/,0.70
+78003339393,"Банки в Санкт-Петербурге - адреса, телефоны и отзывы",bank,spravker,spb,https://spb.spravker.ru/banki/,0.70
+78003339898,"Банки в Санкт-Петербурге - адреса, телефоны и отзывы",bank,spravker,spb,https://spb.spravker.ru/banki/,0.70
+78003505151,"Банки в Казани - адреса, телефоны и отзывы",bank,spravker,kzn,https://kazan.spravker.ru/banki/,0.70
+78003505458,"Банки в Казани - адреса, телефоны и отзывы",bank,spravker,kzn,https://kazan.spravker.ru/banki/,0.70
+78004444400,"Банки в Екатеринбурге - адреса, телефоны и отзывы",bank,spravker,ekb,https://ekaterinburg.spravker.ru/banki/,0.70
+78005000770,"Банки в Москве - адреса, телефоны и отзывы",bank,spravker,msk,https://msk.spravker.ru/banki/,0.70
+78005001800,"Банки в Екатеринбурге - адреса, телефоны и отзывы",bank,spravker,ekb,https://ekaterinburg.spravker.ru/banki/,0.70
+78005005503,"Банки в Уфе - адреса, телефоны и отзывы",bank,spravker,ufa,https://ufa.spravker.ru/banki/,0.70
+78005054583,"Банки в Москве - адреса, телефоны и отзывы",bank,spravker,msk,https://msk.spravker.ru/banki/,0.70
+78005118919,"Банки в Москве - адреса, телефоны и отзывы",bank,spravker,msk,https://msk.spravker.ru/banki/,0.70
+78005500770,"Банки в Санкт-Петербурге - адреса, телефоны и отзывы",bank,spravker,spb,https://spb.spravker.ru/banki/,0.70
+78005502700,"Банки в Краснодаре - адреса, телефоны и отзывы",bank,spravker,krasnodar,https://krasnodar.spravker.ru/banki/,0.70
+78005503600,"Банки в Краснодаре - адреса, телефоны и отзывы",bank,spravker,krasnodar,https://krasnodar.spravker.ru/banki/,0.70
+78005552518,"Банки в Краснодаре - адреса, телефоны и отзывы",bank,spravker,krasnodar,https://krasnodar.spravker.ru/banki/,0.70
+78005552550,Почта Банк,bank,official_whitelist,,,0.70
+78005553535,Сбербанк,bank,official_whitelist,,,0.70
+78005557171,"Банки в Москве - адреса, телефоны и отзывы",bank,spravker,msk,https://msk.spravker.ru/banki/,0.70
+78006003377,"Банки в Екатеринбурге - адреса, телефоны и отзывы",bank,spravker,ekb,https://ekaterinburg.spravker.ru/banki/,0.70
+78007001111,Росевробанк,bank,official_whitelist,,,0.70
+78007001212,АТБ,bank,official_whitelist,,,0.70
+78007001313,Челябинвестбанк,bank,official_whitelist,,,0.70
+78007001412,Хоум Кредит,bank,official_whitelist,,,0.70
+78007001515,Дальневосточный Банк,bank,official_whitelist,,,0.70
+78007001603,"Банки в Екатеринбурге - адреса, телефоны и отзывы",bank,spravker,ekb,https://ekaterinburg.spravker.ru/banki/,0.70
+78007001616,Сургутнефтегазбанк,bank,official_whitelist,,,0.70
+78007001717,Снежинский Банк,bank,official_whitelist,,,0.70
+78007001772,"Банки в Челябинске - адреса, телефоны и отзывы",bank,spravker,chelyabinsk,https://chelyabinsk.spravker.ru/banki/,0.70
+78007001818,Запсибкомбанк,bank,official_whitelist,,,0.70
+78007001919,Банк Хакасии,bank,official_whitelist,,,0.70
+78007002000,Сбербанк Премьер,bank,official_whitelist,,,0.70
+78007002020,Банк Интеза,bank,official_whitelist,,,0.70
+78007002121,Банк Ермак,bank,official_whitelist,,,0.70
+78007002222,Банк Оренбург,bank,official_whitelist,,,0.70
+78007002323,ИТ Банк,bank,official_whitelist,,,0.70
+78007002525,Банк Казани,bank,official_whitelist,,,0.70
+78007002626,Саровбизнесбанк,bank,official_whitelist,,,0.70
+78007002700,"Банки в Челябинске - адреса, телефоны и отзывы",bank,spravker,chelyabinsk,https://chelyabinsk.spravker.ru/banki/,0.70
+78007002727,Новикомбанк,bank,official_whitelist,,,0.70
+78007002828,Банк Кузнецкий,bank,official_whitelist,,,0.70
