isContact,isRussianNumber,isForeignNumber,isShortCode,prefixRisk,callFrequency,isNightTime,recentBankApp,recentGovApp,recentMarketplaceApp,recentMessengerApp,previouslyRejected,inBlacklist,inAllowlist,hiddenNumber,callerVerifyFailed,userVulnerability,userBusinessActivity,contactsAvailable,usageAccessAvailable,label
1.0,1.0,0.0,0.0,0.1,0.6943707338049505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6823980641679637,0.18356005386641738,1.0,0.0,0
1.0,1.0,0.0,0.0,0.1,0.6329692017991881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.459261950280735,0.3581727426356935,1.0,0.0,0
0.0,1.0,0.0,0.0,0.1,0.5300146173644419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.24260230715855463,0.2404410872581447,1.0,1.0,0
0.0,1.0,0.0,0.0,0.1,0.9091158405971492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.28951741964637373,0.6027455882620948,1.0,0.0,0
1.0,1.0,0.0,0.0,0.1,0.7255103268167558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5819265505826844,0.3475582885597414,1.0,0.0,0
0.0,1.0,0.0,0.0,0.1,0.8673950466456545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.31040080203551035,0.523199126332031,1.0,0.0,0
0.0,1.0,0.0,0.0,0.1,0.7650459055119151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.08329325242427113,0.45555764234455165,1.0,1.0,0
0.0,1.0,0.0,0.0,0.1,0.9238397201561996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.25059426653149053,0.3748222779439656,1.0,1.0,0
0.0,1.0,0.0,0.0,0.1,0.8122411323867097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5482117875938531,0.554667445270027,1.0,0.0,0
1.0,1.0,0.0,0.0,0.1,0.7141100208443988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2931849216513565,0.4226853202128385,1.0,1.0,0
0.0,1.0,0.0,0.0,0.1,0.5571009252322501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.20841393311167739,0.2598781456378989,1.0,1.0,0
1.0,1.0,0.0,0.0,0.1,0.9014236734896184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0603719558292412,0.33566437455604164,1.0,1.0,0
1.0,1.0,0.0,0.0,0.1,0.1780909663776355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.18389952767545317,0.2577785293275008,1.0,1.0,0
1.0,1.0,0.0,0.0,0.1,0.5525062721816576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5195547626442477,0.4772136136539698,1.0,1.0,0
0.0,1.0,0.0,0.0,0.1,0.6059720120535528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5545036336049924,0.21627630278389778,1.0,0.0,0
0.0,1.0,0.0,0.0,0.1,0.9138234907894667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.23694424391200855,0.31344610654444366,1.0,1.0,0
0.0,1.0,0.0,0.0,0.1,0.6298310716078195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.17874140921302678,0.351338241397059,1.0,0.0,0
1.0,1.0,0.0,0.0,0.1,0.4067516110874206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.27005626743486166,0.49480222561924775,1.0,1.0,0
1.0,1.0,0.0,0.0,0.1,0.7478013253116844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.14436784990676763,0.6134317319363327,1.0,1.0,0
1.0,1.0,0.0,0.0,0.1,0.9345499758474943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.12926517100085835,0.3120208669723523,1.0,0.0,0
1.0,1.0,0.0,0.0,0.1,0.8579054318477382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.06798146542871901,0.2554988358458995,1.0,1.0,0
1.0,1.0,0.0,0.0,0.1,0.5358157745883753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5665096722658727,0.17982756715054093,1.0,0.0,0
0.0,1.0,0.0,0.0,0.1,0.8609356858192095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.23890908512031517,0.45182165236591676,1.0,0.0,0
1.0,1.0,0.0,0.0,0.1,0.7457549182453752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.06352583153009403,0.3050847485860548,1.0,1.0,0
1.0,1.0,0.0,0.0,0.1,0.6845823589264527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1456240838288239,0.22397131566612474,1.0,1.0,0
0.0,1.0,0.0,0.0,0.1,0.8285736794288625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1586860404607824,0.20965863918099203,1.0,1.0,0
0.0,1.0,0.0,0.0,0.1,0.6420458394253012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.27758774383097273,0.24010616408778704,1.0,1.0,0
0.0,1.0,0.0,0.0,0.6,0.3938571464281238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3325029899752494,0.3740201282797573,1.0,0.0,1
0.0,1.0,0.0,0.0,0.6,0.2780546571258971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39856305610622283,0.18043656500271982,1.0,0.0,1
0.0,1.0,0.0,0.0,0.6,0.1578921815399427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03979702043324557,0.7157599834185803,1.0,1.0,1
0.0,1.0,0.0,0.0,0.1,0.8950837011828691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.16979277366289627,0.6405537334664971,1.0,0.0,0
0.0,1.0,0.0,0.0,0.3,0.8411241579548138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.07752878472658356,0.7512188070927449,1.0,1.0,0
0.0,1.0,0.0,0.0,0.3,0.23447465438446657,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.4850272874889934,0.49479443657345645,1.0,1.0,2
0.0,1.0,0.0,0.0,0.0,0.6035052273370155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.32301200328066954,0.43548535022823853,1.0,1.0,0
0.0,1.0,0.0,0.0,0.3,0.034976357016741955,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2972698999083187,0.5773090018247626,1.0,1.0,2
0.0,1.0,0.0,0.0,0.3,0.38597644217792276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11283766576987714,0.3578436019810962,1.0,0.0,1
0.0,1.0,0.0,0.0,0.6,0.15944616653029375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23637718209622496,0.24637249729287436,1.0,0.0,1
0.0,1.0,0.0,0.0,0.0,0.30164197076763705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7544332692160459,0.15416341371012554,1.0,1.0,1
0.0,1.0,0.0,0.0,0.0,0.6793711583801588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.3330698763010332,0.21416366776242793,1.0,1.0,0
0.0,1.0,0.0,0.0,0.3,0.36516880724360556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4063402481360411,0.4510497586519869,1.0,0.0,1
1.0,1.0,0.0,0.0,0.3,0.37980883249971426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.19014204723541409,0.33882250377186557,1.0,1.0,0
0.0,1.0,0.0,0.0,0.3,0.20706563590779506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029481673145535472,0.6129836671405423,1.0,1.0,1
1.0,1.0,0.0,0.0,0.3,0.7472765270064766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1305619473969275,0.28051358304227747,1.0,1.0,0
0.0,1.0,0.0,0.0,0.3,0.3951036553756733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4008408334816259,0.4646740970503902,1.0,0.0,1
0.0,1.0,0.0,0.0,0.0,0.3475385688045479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48485134255018936,0.5974335349310855,1.0,1.0,1
0.0,1.0,0.0,0.0,0.6,0.6510038096914164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.18998436352331027,0.546746473267499,1.0,1.0,0
0.0,1.0,0.0,0.0,0.6,0.10692948393705307,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.46840992931498826,0.5083071397760752,1.0,1.0,2
0.0,1.0,0.0,0.0,0.0,0.09336199763995921,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.08291794099410285,0.7548491152900569,1.0,0.0,2
0.0,1.0,0.0,0.0,0.0,0.803969933957964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.4393619966963823,0.4327268675873145,1.0,1.0,0
0.0,1.0,0.0,0.0,0.3,0.3737624982370225,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.17237805734636083,0.3390590733748067,1.0,1.0,2
0.0,1.0,0.0,0.0,0.3,0.5402497634609793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3443850874037643,0.2706494576615447,1.0,0.0,1
0.0,1.0,0.0,0.0,0.6,0.5099382051812501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13954267005397325,0.2814199194263103,1.0,1.0,1
0.0,1.0,0.0,0.0,0.0,0.12322871827165824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26838311280452304,0.44512812579517114,1.0,0.0,1
1.0,1.0,0.0,0.0,0.0,0.6411204924448836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.15206152740821952,0.4842556990487681,1.0,1.0,0
0.0,1.0,0.0,0.0,0.0,0.13704302089688805,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6331425616990806,0.5038861233087435,1.0,1.0,2
0.0,1.0,0.0,0.0,0.6,0.865775880563677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.07699572356240936,0.15782956645598323,1.0,1.0,0
0.0,1.0,0.0,0.0,0.3,0.5993074474162202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17051522741231095,0.26235610826889977,1.0,0.0,1
1.0,1.0,0.0,0.0,0.1,0.8313028013569009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.38998599215951624,0.4595429626323883,1.0,1.0,0
0.0,1.0,0.0,0.0,0.6,0.3291395227487306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5200154425158402,0.3252480407475233,1.0,0.0,1
0.0,1.0,0.0,0.0,0.6,0.7345832543813688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.35413010194718175,0.577268255381006,1.0,1.0,0
1.0,1.0,0.0,0.0,0.0,0.793436127591989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.4564081956728977,0.48736210921597256,1.0,0.0,0
0.0,1.0,0.0,0.0,0.3,0.2617937315114602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.281079532891862,0.6025119526900422,1.0,1.0,1
0.0,1.0,0.0,0.0,0.0,0.21800634715939887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3393162027966654,0.38189258613203597,1.0,1.0,1
0.0,1.0,0.0,0.0,0.0,0.5452616302238639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4476803303702816,0.11685690570120161,1.0,1.0,1
0.0,1.0,0.0,0.0,0.6,0.6956185080922664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8061871450784142,0.5108350239310268,1.0,1.0,1
1.0,1.0,0.0,0.0,0.2,0.8842563444735277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.36981611035380296,0.4460446330122914,1.0,0.0,0
0.0,1.0,0.0,0.0,0.0,0.8114657669054163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.27608244214353433,0.16445198444824205,1.0,0.0,0
0.0,1.0,0.0,0.0,0.0,0.0872687703480537,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.17218613583563314,0.5006648242045922,1.0,1.0,2
0.0,1.0,0.0,0.0,0.3,0.5501099808404838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.22560622627262086,0.40853099409098775,1.0,1.0,0
1.0,1.0,0.0,0.0,0.0,0.8632297127471174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.26454796317981993,0.493142724190465,1.0,0.0,0
0.0,1.0,0.0,0.0,0.6,0.3013855100360363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4700756333727693,0.7144975831032363,1.0,0.0,1
0.0,1.0,0.0,0.0,0.0,0.17156703946459675,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.49045485570587694,0.4083322051678666,1.0,0.0,2
0.0,1.0,0.0,0.0,0.3,0.6200374569804836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2922374443032408,0.18838560501853022,1.0,0.0,0
1.0,1.0,0.0,0.0,0.3,0.7246171919640969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.3764928823247789,0.28138285574431066,1.0,0.0,0
0.0,1.0,0.0,0.0,0.0,0.5934713844182389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.22939584187570197,0.17143856958629944,1.0,0.0,0
0.0,1.0,0.0,0.0,0.0,0.1474307646654852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2762100244097804,0.506799758906692,1.0,1.0,1
0.0,1.0,0.0,0.0,0.3,0.04344832573566897,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.23508122807362794,0.4581736961004694,1.0,1.0,2
0.0,1.0,0.0,0.0,0.3,0.7417047992666452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.05605945842236018,0.48612529274853716,1.0,0.0,0
0.0,1.0,0.0,0.0,0.0,0.8665851336196001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5243073927998013,0.4555839678760159,1.0,0.0,0
0.0,1.0,0.0,0.0,0.0,0.09344502378904569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.321603240031711,0.46491172841198863,1.0,0.0,1
0.0,1.0,0.0,0.0,0.0,0.02572159900601239,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3897523399457415,0.3821691306937993,1.0,1.0,2
0.0,1.0,0.0,0.0,0.6,0.8013450775039969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.13768039551765116,0.3126597459931247,1.0,0.0,0
0.0,1.0,0.0,0.0,0.0,0.6721430688782936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2993858248660802,0.7553469629505501,1.0,1.0,0
0.0,1.0,0.0,0.0,0.3,0.15201809305689706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2073433634010576,0.463734860269006,1.0,0.0,1
1.0,1.0,0.0,0.0,0.3,0.6323422636594651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2875565083853619,0.26964506350238004,1.0,0.0,0
0.0,1.0,0.0,0.0,0.6,0.0034489955489611047,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.13804825062538234,0.6634042247479885,1.0,0.0,2
1.0,1.0,0.0,0.0,0.3,0.733469178522493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.12804429113015076,0.2720019467107175,1.0,0.0,0
0.0,1.0,0.0,0.0,0.3,0.06992386021231999,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.14997691395582682,0.6167089682047245,1.0,1.0,2
0.0,1.0,0.0,0.0,0.0,0.03865095612740126,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.26557882365272883,0.3719446290243237,1.0,1.0,2
1.0,1.0,0.0,0.0,0.3,0.934770990757627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0640638272015002,0.3858634637263148,1.0,1.0,0
0.0,1.0,0.0,0.0,0.2,0.6665843667669888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.596807646552055,0.27046421351139693,1.0,0.0,0
0.0,1.0,0.0,0.0,0.3,0.16454873338964765,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.2866352596129533,0.5266352779120066,1.0,0.0,2
0.0,1.0,0.0,0.0,0.3,0.8427891181155203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.285388801850378,0.3783058441375662,1.0,0.0,0
0.0,1.0,0.0,0.0,0.3,0.29133130036605964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2994946170774046,0.43000841765201475,1.0,1.0,1
0.0,1.0,0.0,0.0,0.6,0.5632959956949032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.354795601713049,0.6705186214064648,1.0,0.0,1
0.0,1.0,0.0,0.0,0.0,0.10827140129843875,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.2861062273262148,0.132527752496408,1.0,1.0,2
0.0,1.0,0.0,0.0,0.6,0.009472434929242917,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.13193417492604595,0.7502788007905224,1.0,0.0,2
0.0,1.0,0.0,0.0,0.0,0.03983936051637331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2186530089290105,0.6032108599873239,1.0,0.0,1
0.0,1.0,0.0,0.0,0.3,0.1472408483480197,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.16849940126110008,0.5541595770665366,1.0,0.0,2
0.0,1.0,0.0,0.0,0.3,0.013381696071806719,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.41779469156980165,0.5054041076172457,1.0,1.0,2
1.0,1.0,0.0,0.0,0.0,0.7060990255918602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.30301009999912404,0.24995598302709437,1.0,1.0,0
0.0,1.0,0.0,0.0,0.2,0.7396642755493583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48465761151806874,0.49570235791443407,1.0,0.0,1
0.0,1.0,0.0,0.0,0.3,0.33333206240044944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4149964818949308,0.22261402018065762,1.0,0.0,1
0.0,1.0,0.0,0.0,0.3,0.6999488080748113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.32488250320222267,0.2637872416325011,1.0,0.0,0
1.0,1.0,0.0,0.0,0.6,0.7699392535801648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.26988052329057505,0.6222877467154395,1.0,0.0,0
0.0,1.0,0.0,0.0,0.6,0.814646053801578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.31525992170015465,0.11726336403460848,1.0,1.0,0
0.0,1.0,0.0,0.0,0.3,0.7358207376028778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.4146878045429074,0.6281530176096584,1.0,0.0,0
0.0,1.0,0.0,0.0,0.3,0.2361092509567363,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1517343805702248,0.4584050083896329,1.0,0.0,2
0.0,1.0,0.0,0.0,0.3,0.0007300775432130575,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.26143473310608933,0.2933882111164524,1.0,1.0,2
0.0,1.0,0.0,0.0,0.6,0.33697067824101357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31806140062547517,0.6283946141055513,1.0,0.0,1
0.0,1.0,0.0,0.0,0.0,0.19419204669220363,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.254345010786614,0.3806091433832401,1.0,1.0,2
1.0,1.0,0.0,0.0,0.0,0.686755531405934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.03808639804523028,0.3727290085313414,1.0,0.0,0
0.0,1.0,0.0,0.0,0.0,0.16255000454605345,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.12946521610425016,0.23374870731491076,1.0,1.0,2
0.0,1.0,0.0,0.0,0.3,0.10316405595656261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33269021563057033,0.22297981101489844,1.0,0.0,1
1.0,1.0,0.0,0.0,0.3,0.8166989960605889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2850122449263776,0.1928880588694769,1.0,0.0,0
0.0,1.0,0.0,0.0,0.6,0.7201664384011468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2851927634407237,0.5502118628405819,1.0,1.0,0
0.0,1.0,0.0,0.0,0.3,0.0984861237914883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4020565638547267,0.5581562317601533,1.0,1.0,1
0.0,1.0,0.0,0.0,0.6,0.9047361855575962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2715482412276446,0.20851500617601218,1.0,0.0,0
